kommun,Relation,Year,Median Rent (SEK),Map Label
Upplands Väsby,397187,2016,0.0,Missing Data
Vallentuna,959462,2016,88.0,Median Cost: 88 SEK
Österåker,398037,2016,92.0,Median Cost: 92 SEK
Värmdö,398649,2016,88.0,Median Cost: 88 SEK
Järfälla,398022,2016,86.0,Median Cost: 86 SEK
Ekerö,398920,2016,93.0,Median Cost: 93 SEK
Huddinge,398567,2016,86.0,Median Cost: 86 SEK
Botkyrka,398626,2016,79.0,Median Cost: 79 SEK
Salem,398918,2016,0.0,Missing Data
Haninge,398625,2016,0.0,Missing Data
Tyresö,398575,2016,90.0,Median Cost: 90 SEK
Upplands-Bro,369474,2016,87.0,Median Cost: 87 SEK
Nykvarn,935473,2016,96.0,Median Cost: 96 SEK
Täby,397194,2016,0.0,Missing Data
Danderyd,398034,2016,0.0,Missing Data
Sollentuna,398023,2016,99.0,Median Cost: 99 SEK
Stockholm,398021,2016,103.0,Median Cost: 103 SEK
Södertälje,398919,2016,88.0,Median Cost: 88 SEK
Nacka,398038,2016,103.0,Median Cost: 103 SEK
Sundbyberg,398039,2016,95.0,Median Cost: 95 SEK
Solna,398040,2016,105.0,Median Cost: 105 SEK
Lidingö,398035,2016,93.0,Median Cost: 93 SEK
Vaxholm,398036,2016,107.0,Median Cost: 107 SEK
Norrtälje,397159,2016,100.0,Median Cost: 100 SEK
Sigtuna,397127,2016,89.0,Median Cost: 89 SEK
Nynäshamn,398627,2016,91.0,Median Cost: 91 SEK
Håbo,308558,2016,92.0,Median Cost: 92 SEK
Älvkarleby,289344,2016,81.0,Median Cost: 81 SEK
Knivsta,397128,2016,87.0,Median Cost: 87 SEK
Heby,305452,2016,79.0,Median Cost: 79 SEK
Tierp,305453,2016,86.0,Median Cost: 86 SEK
Uppsala,305455,2016,93.0,Median Cost: 93 SEK
Enköping,308557,2016,88.0,Median Cost: 88 SEK
Östhammar,398892,2016,82.0,Median Cost: 82 SEK
Vingåker,935676,2016,81.0,Median Cost: 81 SEK
Gnesta,935602,2016,84.0,Median Cost: 84 SEK
Nyköping,935516,2016,81.0,Median Cost: 81 SEK
Oxelösund,935524,2016,79.0,Median Cost: 79 SEK
Flen,935683,2016,73.0,Median Cost: 73 SEK
Katrineholm,935400,2016,81.0,Median Cost: 81 SEK
Eskilstuna,935569,2016,80.0,Median Cost: 80 SEK
Strängnäs,398917,2016,85.0,Median Cost: 85 SEK
Trosa,935460,2016,0.0,Missing Data
Ödeshög,935434,2016,68.0,Median Cost: 68 SEK
Ydre,935618,2016,73.0,Median Cost: 73 SEK
Kinda,935596,2016,74.0,Median Cost: 74 SEK
Boxholm,935594,2016,66.0,Median Cost: 66 SEK
Åtvidaberg,935464,2016,74.0,Median Cost: 74 SEK
Finspång,935444,2016,77.0,Median Cost: 77 SEK
Valdemarsvik,935443,2016,75.0,Median Cost: 75 SEK
Linköping,935467,2016,90.0,Median Cost: 90 SEK
Norrköping,935447,2016,88.0,Median Cost: 88 SEK
Söderköping,935556,2016,79.0,Median Cost: 79 SEK
Motala,935668,2016,75.0,Median Cost: 75 SEK
Vadstena,935553,2016,0.0,Missing Data
Mjölby,935507,2016,77.0,Median Cost: 77 SEK
Aneby,935684,2016,0.0,Missing Data
Gnosjö,935543,2016,75.0,Median Cost: 75 SEK
Mullsjö,935634,2016,72.0,Median Cost: 72 SEK
Habo,935405,2016,80.0,Median Cost: 80 SEK
Gislaved,935604,2016,0.0,Missing Data
Vaggeryd,935581,2016,79.0,Median Cost: 79 SEK
Jönköping,935495,2016,77.0,Median Cost: 77 SEK
Nässjö,935670,2016,76.0,Median Cost: 76 SEK
Värnamo,935439,2016,77.0,Median Cost: 77 SEK
Sävsjö,935481,2016,71.0,Median Cost: 71 SEK
Vetlanda,935454,2016,75.0,Median Cost: 75 SEK
Eksjö,935636,2016,74.0,Median Cost: 74 SEK
Tranås,935570,2016,74.0,Median Cost: 74 SEK
Uppvidinge,935488,2016,70.0,Median Cost: 70 SEK
Lessebo,935521,2016,74.0,Median Cost: 74 SEK
Tingsryd,935578,2016,72.0,Median Cost: 72 SEK
Alvesta,935435,2016,74.0,Median Cost: 74 SEK
Älmhult,935538,2016,73.0,Median Cost: 73 SEK
Markaryd,935621,2016,74.0,Median Cost: 74 SEK
Växjö,935654,2016,78.0,Median Cost: 78 SEK
Ljungby,935542,2016,72.0,Median Cost: 72 SEK
Högsby,935487,2016,72.0,Median Cost: 72 SEK
Torsås,935512,2016,74.0,Median Cost: 74 SEK
Mörbylånga,935518,2016,84.0,Median Cost: 84 SEK
Hultsfred,935677,2016,66.0,Median Cost: 66 SEK
Mönsterås,935575,2016,77.0,Median Cost: 77 SEK
Emmaboda,935598,2016,66.0,Median Cost: 66 SEK
Kalmar,935466,2016,85.0,Median Cost: 85 SEK
Nybro,935475,2016,63.0,Median Cost: 63 SEK
Oskarshamn,935653,2016,78.0,Median Cost: 78 SEK
Västervik,935408,2016,71.0,Median Cost: 71 SEK
Vimmerby,935546,2016,73.0,Median Cost: 73 SEK
Borgholm,935406,2016,79.0,Median Cost: 79 SEK
Gotland,1125739,2016,85.0,Median Cost: 85 SEK
Olofström,935603,2016,70.0,Median Cost: 70 SEK
Karlskrona,935548,2016,87.0,Median Cost: 87 SEK
Ronneby,935527,2016,75.0,Median Cost: 75 SEK
Karlshamn,935522,2016,80.0,Median Cost: 80 SEK
Sölvesborg,935608,2016,0.0,Missing Data
Svalöv,935403,2016,81.0,Median Cost: 81 SEK
Staffanstorp,935502,2016,0.0,Missing Data
Burlöv,935642,2016,82.0,Median Cost: 82 SEK
Vellinge,935451,2016,87.0,Median Cost: 87 SEK
Östra Göinge,935535,2016,73.0,Median Cost: 73 SEK
Örkelljunga,935449,2016,75.0,Median Cost: 75 SEK
Bjuv,935478,2016,81.0,Median Cost: 81 SEK
Kävlinge,935625,2016,79.0,Median Cost: 79 SEK
Lomma,935410,2016,0.0,Missing Data
Svedala,935510,2016,79.0,Median Cost: 79 SEK
Skurup,935437,2016,82.0,Median Cost: 82 SEK
Sjöbo,935525,2016,80.0,Median Cost: 80 SEK
Hörby,935623,2016,85.0,Median Cost: 85 SEK
Höör,935450,2016,82.0,Median Cost: 82 SEK
Tomelilla,935671,2016,78.0,Median Cost: 78 SEK
Bromölla,935659,2016,67.0,Median Cost: 67 SEK
Osby,935492,2016,75.0,Median Cost: 75 SEK
Perstorp,935530,2016,72.0,Median Cost: 72 SEK
Klippan,935658,2016,78.0,Median Cost: 78 SEK
Åstorp,935517,2016,79.0,Median Cost: 79 SEK
Båstad,935399,2016,0.0,Missing Data
Malmö,935416,2016,96.0,Median Cost: 96 SEK
Lund,935666,2016,91.0,Median Cost: 91 SEK
Landskrona,935414,2016,87.0,Median Cost: 87 SEK
Helsingborg,935560,2016,89.0,Median Cost: 89 SEK
Höganäs,935552,2016,86.0,Median Cost: 86 SEK
Eslöv,935571,2016,89.0,Median Cost: 89 SEK
Ystad,935599,2016,0.0,Missing Data
Trelleborg,935531,2016,79.0,Median Cost: 79 SEK
Kristianstad,935448,2016,81.0,Median Cost: 81 SEK
Simrishamn,935529,2016,84.0,Median Cost: 84 SEK
Ängelholm,935679,2016,83.0,Median Cost: 83 SEK
Hässleholm,935519,2016,70.0,Median Cost: 70 SEK
Hylte,935407,2016,79.0,Median Cost: 79 SEK
Halmstad,935442,2016,87.0,Median Cost: 87 SEK
Laholm,935662,2016,82.0,Median Cost: 82 SEK
Falkenberg,935411,2016,80.0,Median Cost: 80 SEK
Varberg,935585,2016,77.0,Median Cost: 77 SEK
Kungsbacka,935626,2016,88.0,Median Cost: 88 SEK
Härryda,935649,2016,83.0,Median Cost: 83 SEK
Partille,935656,2016,79.0,Median Cost: 79 SEK
Öckerö,1120170,2016,79.0,Median Cost: 79 SEK
Stenungsund,935503,2016,90.0,Median Cost: 90 SEK
Tjörn,1120171,2016,88.0,Median Cost: 88 SEK
Orust,935532,2016,82.0,Median Cost: 82 SEK
Sotenäs,935430,2016,85.0,Median Cost: 85 SEK
Munkedal,935678,2016,77.0,Median Cost: 77 SEK
Tanum,935640,2016,89.0,Median Cost: 89 SEK
Dals-Ed,935404,2016,78.0,Median Cost: 78 SEK
Färgelanda,935431,2016,74.0,Median Cost: 74 SEK
Ale,935506,2016,81.0,Median Cost: 81 SEK
Lerum,935550,2016,87.0,Median Cost: 87 SEK
Vårgårda,935441,2016,74.0,Median Cost: 74 SEK
Bollebygd,935565,2016,96.0,Median Cost: 96 SEK
Grästorp,935415,2016,67.0,Median Cost: 67 SEK
Essunga,935417,2016,71.0,Median Cost: 71 SEK
Karlsborg,935617,2016,74.0,Median Cost: 74 SEK
Gullspång,935470,2016,0.0,Missing Data
Tranemo,935584,2016,73.0,Median Cost: 73 SEK
Bengtsfors,935491,2016,72.0,Median Cost: 72 SEK
Mellerud,935622,2016,66.0,Median Cost: 66 SEK
Lilla Edet,935526,2016,80.0,Median Cost: 80 SEK
Mark,935639,2016,80.0,Median Cost: 80 SEK
Svenljunga,935586,2016,75.0,Median Cost: 75 SEK
Herrljunga,935533,2016,68.0,Median Cost: 68 SEK
Vara,935476,2016,71.0,Median Cost: 71 SEK
Götene,935419,2016,74.0,Median Cost: 74 SEK
Tibro,935650,2016,64.0,Median Cost: 64 SEK
Töreboda,935637,2016,0.0,Missing Data
Göteborg,935611,2016,92.0,Median Cost: 92 SEK
Mölndal,935463,2016,89.0,Median Cost: 89 SEK
Kungälv,935505,2016,82.0,Median Cost: 82 SEK
Lysekil,935549,2016,81.0,Median Cost: 81 SEK
Uddevalla,935644,2016,79.0,Median Cost: 79 SEK
Strömstad,935489,2016,80.0,Median Cost: 80 SEK
Vänersborg,935453,2016,80.0,Median Cost: 80 SEK
Trollhättan,935609,2016,80.0,Median Cost: 80 SEK
Alingsås,935547,2016,80.0,Median Cost: 80 SEK
Borås,935544,2016,83.0,Median Cost: 83 SEK
Ulricehamn,935554,2016,74.0,Median Cost: 74 SEK
Åmål,935601,2016,81.0,Median Cost: 81 SEK
Mariestad,935422,2016,74.0,Median Cost: 74 SEK
Lidköping,935469,2016,74.0,Median Cost: 74 SEK
Skara,935508,2016,0.0,Missing Data
Skövde,935485,2016,79.0,Median Cost: 79 SEK
Hjo,935672,2016,70.0,Median Cost: 70 SEK
Tidaholm,935567,2016,0.0,Missing Data
Falköping,935600,2016,71.0,Median Cost: 71 SEK
Kil,935606,2016,84.0,Median Cost: 84 SEK
Eda,935657,2016,75.0,Median Cost: 75 SEK
Torsby,935682,2016,75.0,Median Cost: 75 SEK
Storfors,935493,2016,72.0,Median Cost: 72 SEK
Hammarö,1076755,2016,83.0,Median Cost: 83 SEK
Munkfors,935501,2016,67.0,Median Cost: 67 SEK
Forshaga,935539,2016,74.0,Median Cost: 74 SEK
Grums,935612,2016,80.0,Median Cost: 80 SEK
Årjäng,935665,2016,73.0,Median Cost: 73 SEK
Sunne,935627,2016,0.0,Missing Data
Karlstad,935514,2016,85.0,Median Cost: 85 SEK
Kristinehamn,935461,2016,72.0,Median Cost: 72 SEK
Filipstad,935619,2016,76.0,Median Cost: 76 SEK
Hagfors,935638,2016,75.0,Median Cost: 75 SEK
Arvika,935465,2016,82.0,Median Cost: 82 SEK
Säffle,935597,2016,70.0,Median Cost: 70 SEK
Lekeberg,935673,2016,74.0,Median Cost: 74 SEK
Laxå,935605,2016,0.0,Missing Data
Hallsberg,935572,2016,78.0,Median Cost: 78 SEK
Degerfors,935498,2016,73.0,Median Cost: 73 SEK
Hällefors,935486,2016,84.0,Median Cost: 84 SEK
Ljusnarsberg,935563,2016,0.0,Missing Data
Örebro,935628,2016,83.0,Median Cost: 83 SEK
Kumla,935494,2016,77.0,Median Cost: 77 SEK
Askersund,935513,2016,75.0,Median Cost: 75 SEK
Karlskoga,935520,2016,0.0,Missing Data
Nora,935472,2016,78.0,Median Cost: 78 SEK
Lindesberg,935557,2016,76.0,Median Cost: 76 SEK
Skinnskatteberg,935423,2016,72.0,Median Cost: 72 SEK
Surahammar,935426,2016,0.0,Missing Data
Kungsör,935537,2016,78.0,Median Cost: 78 SEK
Hallstahammar,935590,2016,80.0,Median Cost: 80 SEK
Norberg,307885,2016,0.0,Missing Data
Västerås,935588,2016,88.0,Median Cost: 88 SEK
Sala,369508,2016,76.0,Median Cost: 76 SEK
Fagersta,935504,2016,0.0,Missing Data
Köping,935409,2016,83.0,Median Cost: 83 SEK
Arboga,935652,2016,77.0,Median Cost: 77 SEK
Vansbro,57891,2016,70.0,Median Cost: 70 SEK
Malung-Sälen,935398,2016,77.0,Median Cost: 77 SEK
Gagnef,307849,2016,75.0,Median Cost: 75 SEK
Leksand,307848,2016,81.0,Median Cost: 81 SEK
Rättvik,300964,2016,0.0,Missing Data
Orsa,290048,2016,76.0,Median Cost: 76 SEK
Älvdalen,935540,2016,76.0,Median Cost: 76 SEK
Smedjebacken,307884,2016,73.0,Median Cost: 73 SEK
Mora,304100,2016,0.0,Missing Data
Falun,300963,2016,83.0,Median Cost: 83 SEK
Borlänge,307850,2016,79.0,Median Cost: 79 SEK
Säter,300938,2016,75.0,Median Cost: 75 SEK
Hedemora,300939,2016,82.0,Median Cost: 82 SEK
Avesta,312618,2016,73.0,Median Cost: 73 SEK
Ludvika,57886,2016,78.0,Median Cost: 78 SEK
Ockelbo,278632,2016,79.0,Median Cost: 79 SEK
Hofors,289354,2016,82.0,Median Cost: 82 SEK
Ovanåker,368254,2016,71.0,Median Cost: 71 SEK
Nordanstig,935645,2016,76.0,Median Cost: 76 SEK
Ljusdal,935592,2016,80.0,Median Cost: 80 SEK
Gävle,278620,2016,79.0,Median Cost: 79 SEK
Sandviken,278633,2016,82.0,Median Cost: 82 SEK
Söderhamn,296292,2016,85.0,Median Cost: 85 SEK
Bollnäs,296291,2016,73.0,Median Cost: 73 SEK
Hudiksvall,935648,2016,78.0,Median Cost: 78 SEK
Ånge,935477,2016,70.0,Median Cost: 70 SEK
Timrå,935568,2016,82.0,Median Cost: 82 SEK
Härnösand,935418,2016,76.0,Median Cost: 76 SEK
Sundsvall,935497,2016,83.0,Median Cost: 83 SEK
Kramfors,935445,2016,72.0,Median Cost: 72 SEK
Sollefteå,935624,2016,77.0,Median Cost: 77 SEK
Örnsköldsvik,935455,2016,80.0,Median Cost: 80 SEK
Ragunda,935558,2016,69.0,Median Cost: 69 SEK
Bräcke,935457,2016,69.0,Median Cost: 69 SEK
Krokom,935615,2016,72.0,Median Cost: 72 SEK
Strömsund,935413,2016,71.0,Median Cost: 71 SEK
Åre,935429,2016,92.0,Median Cost: 92 SEK
Berg,935633,2016,71.0,Median Cost: 71 SEK
Härjedalen,935534,2016,79.0,Median Cost: 79 SEK
Östersund,935577,2016,75.0,Median Cost: 75 SEK
Nordmaling,935647,2016,68.0,Median Cost: 68 SEK
Bjurholm,935607,2016,64.0,Median Cost: 64 SEK
Vindeln,935402,2016,67.0,Median Cost: 67 SEK
Robertsfors,935681,2016,65.0,Median Cost: 65 SEK
Norsjö,935593,2016,63.0,Median Cost: 63 SEK
Malå,935500,2016,62.0,Median Cost: 62 SEK
Storuman,935479,2016,64.0,Median Cost: 64 SEK
Sorsele,935655,2016,66.0,Median Cost: 66 SEK
Dorotea,935438,2016,67.0,Median Cost: 67 SEK
Vännäs,935564,2016,68.0,Median Cost: 68 SEK
Vilhelmina,935528,2016,69.0,Median Cost: 69 SEK
Åsele,935432,2016,67.0,Median Cost: 67 SEK
Umeå,935646,2016,83.0,Median Cost: 83 SEK
Lycksele,935428,2016,73.0,Median Cost: 73 SEK
Skellefteå,935576,2016,80.0,Median Cost: 80 SEK
Arvidsjaur,935667,2016,75.0,Median Cost: 75 SEK
Arjeplog,935425,2016,80.0,Median Cost: 80 SEK
Jokkmokk,935630,2016,74.0,Median Cost: 74 SEK
Överkalix,935629,2016,66.0,Median Cost: 66 SEK
Kalix,935474,2016,71.0,Median Cost: 71 SEK
Övertorneå,935620,2016,0.0,Missing Data
Pajala,935573,2016,71.0,Median Cost: 71 SEK
Gällivare,935446,2016,73.0,Median Cost: 73 SEK
Älvsbyn,935574,2016,67.0,Median Cost: 67 SEK
Luleå,935482,2016,73.0,Median Cost: 73 SEK
Piteå,935490,2016,75.0,Median Cost: 75 SEK
Boden,935421,2016,74.0,Median Cost: 74 SEK
Haparanda,935579,2016,82.0,Median Cost: 82 SEK
Kiruna,935541,2016,78.0,Median Cost: 78 SEK
Upplands Väsby,397187,2017,101.0,Median Cost: 101 SEK
Vallentuna,959462,2017,86.0,Median Cost: 86 SEK
Österåker,398037,2017,95.0,Median Cost: 95 SEK
Värmdö,398649,2017,90.0,Median Cost: 90 SEK
Järfälla,398022,2017,89.0,Median Cost: 89 SEK
Ekerö,398920,2017,103.0,Median Cost: 103 SEK
Huddinge,398567,2017,89.0,Median Cost: 89 SEK
Botkyrka,398626,2017,0.0,Missing Data
Salem,398918,2017,0.0,Missing Data
Haninge,398625,2017,97.0,Median Cost: 97 SEK
Tyresö,398575,2017,0.0,Missing Data
Upplands-Bro,369474,2017,87.0,Median Cost: 87 SEK
Nykvarn,935473,2017,93.0,Median Cost: 93 SEK
Täby,397194,2017,0.0,Missing Data
Danderyd,398034,2017,92.0,Median Cost: 92 SEK
Sollentuna,398023,2017,101.0,Median Cost: 101 SEK
Stockholm,398021,2017,106.0,Median Cost: 106 SEK
Södertälje,398919,2017,91.0,Median Cost: 91 SEK
Nacka,398038,2017,104.0,Median Cost: 104 SEK
Sundbyberg,398039,2017,97.0,Median Cost: 97 SEK
Solna,398040,2017,107.0,Median Cost: 107 SEK
Lidingö,398035,2017,95.0,Median Cost: 95 SEK
Vaxholm,398036,2017,0.0,Missing Data
Norrtälje,397159,2017,105.0,Median Cost: 105 SEK
Sigtuna,397127,2017,97.0,Median Cost: 97 SEK
Nynäshamn,398627,2017,91.0,Median Cost: 91 SEK
Håbo,308558,2017,93.0,Median Cost: 93 SEK
Älvkarleby,289344,2017,83.0,Median Cost: 83 SEK
Knivsta,397128,2017,89.0,Median Cost: 89 SEK
Heby,305452,2017,79.0,Median Cost: 79 SEK
Tierp,305453,2017,0.0,Missing Data
Uppsala,305455,2017,95.0,Median Cost: 95 SEK
Enköping,308557,2017,91.0,Median Cost: 91 SEK
Östhammar,398892,2017,83.0,Median Cost: 83 SEK
Vingåker,935676,2017,0.0,Missing Data
Gnesta,935602,2017,86.0,Median Cost: 86 SEK
Nyköping,935516,2017,84.0,Median Cost: 84 SEK
Oxelösund,935524,2017,80.0,Median Cost: 80 SEK
Flen,935683,2017,76.0,Median Cost: 76 SEK
Katrineholm,935400,2017,81.0,Median Cost: 81 SEK
Eskilstuna,935569,2017,81.0,Median Cost: 81 SEK
Strängnäs,398917,2017,86.0,Median Cost: 86 SEK
Trosa,935460,2017,0.0,Missing Data
Ödeshög,935434,2017,71.0,Median Cost: 71 SEK
Ydre,935618,2017,75.0,Median Cost: 75 SEK
Kinda,935596,2017,76.0,Median Cost: 76 SEK
Boxholm,935594,2017,67.0,Median Cost: 67 SEK
Åtvidaberg,935464,2017,75.0,Median Cost: 75 SEK
Finspång,935444,2017,78.0,Median Cost: 78 SEK
Valdemarsvik,935443,2017,78.0,Median Cost: 78 SEK
Linköping,935467,2017,90.0,Median Cost: 90 SEK
Norrköping,935447,2017,90.0,Median Cost: 90 SEK
Söderköping,935556,2017,81.0,Median Cost: 81 SEK
Motala,935668,2017,75.0,Median Cost: 75 SEK
Vadstena,935553,2017,77.0,Median Cost: 77 SEK
Mjölby,935507,2017,77.0,Median Cost: 77 SEK
Aneby,935684,2017,0.0,Missing Data
Gnosjö,935543,2017,75.0,Median Cost: 75 SEK
Mullsjö,935634,2017,73.0,Median Cost: 73 SEK
Habo,935405,2017,80.0,Median Cost: 80 SEK
Gislaved,935604,2017,0.0,Missing Data
Vaggeryd,935581,2017,79.0,Median Cost: 79 SEK
Jönköping,935495,2017,80.0,Median Cost: 80 SEK
Nässjö,935670,2017,77.0,Median Cost: 77 SEK
Värnamo,935439,2017,78.0,Median Cost: 78 SEK
Sävsjö,935481,2017,74.0,Median Cost: 74 SEK
Vetlanda,935454,2017,76.0,Median Cost: 76 SEK
Eksjö,935636,2017,75.0,Median Cost: 75 SEK
Tranås,935570,2017,0.0,Missing Data
Uppvidinge,935488,2017,72.0,Median Cost: 72 SEK
Lessebo,935521,2017,76.0,Median Cost: 76 SEK
Tingsryd,935578,2017,73.0,Median Cost: 73 SEK
Alvesta,935435,2017,77.0,Median Cost: 77 SEK
Älmhult,935538,2017,72.0,Median Cost: 72 SEK
Markaryd,935621,2017,75.0,Median Cost: 75 SEK
Växjö,935654,2017,79.0,Median Cost: 79 SEK
Ljungby,935542,2017,73.0,Median Cost: 73 SEK
Högsby,935487,2017,70.0,Median Cost: 70 SEK
Torsås,935512,2017,80.0,Median Cost: 80 SEK
Mörbylånga,935518,2017,85.0,Median Cost: 85 SEK
Hultsfred,935677,2017,66.0,Median Cost: 66 SEK
Mönsterås,935575,2017,78.0,Median Cost: 78 SEK
Emmaboda,935598,2017,0.0,Missing Data
Kalmar,935466,2017,90.0,Median Cost: 90 SEK
Nybro,935475,2017,64.0,Median Cost: 64 SEK
Oskarshamn,935653,2017,80.0,Median Cost: 80 SEK
Västervik,935408,2017,71.0,Median Cost: 71 SEK
Vimmerby,935546,2017,73.0,Median Cost: 73 SEK
Borgholm,935406,2017,79.0,Median Cost: 79 SEK
Gotland,1125739,2017,87.0,Median Cost: 87 SEK
Olofström,935603,2017,68.0,Median Cost: 68 SEK
Karlskrona,935548,2017,94.0,Median Cost: 94 SEK
Ronneby,935527,2017,75.0,Median Cost: 75 SEK
Karlshamn,935522,2017,82.0,Median Cost: 82 SEK
Sölvesborg,935608,2017,68.0,Median Cost: 68 SEK
Svalöv,935403,2017,82.0,Median Cost: 82 SEK
Staffanstorp,935502,2017,98.0,Median Cost: 98 SEK
Burlöv,935642,2017,0.0,Missing Data
Vellinge,935451,2017,0.0,Missing Data
Östra Göinge,935535,2017,74.0,Median Cost: 74 SEK
Örkelljunga,935449,2017,75.0,Median Cost: 75 SEK
Bjuv,935478,2017,82.0,Median Cost: 82 SEK
Kävlinge,935625,2017,81.0,Median Cost: 81 SEK
Lomma,935410,2017,0.0,Missing Data
Svedala,935510,2017,78.0,Median Cost: 78 SEK
Skurup,935437,2017,0.0,Missing Data
Sjöbo,935525,2017,81.0,Median Cost: 81 SEK
Hörby,935623,2017,83.0,Median Cost: 83 SEK
Höör,935450,2017,0.0,Missing Data
Tomelilla,935671,2017,78.0,Median Cost: 78 SEK
Bromölla,935659,2017,68.0,Median Cost: 68 SEK
Osby,935492,2017,76.0,Median Cost: 76 SEK
Perstorp,935530,2017,0.0,Missing Data
Klippan,935658,2017,0.0,Missing Data
Åstorp,935517,2017,79.0,Median Cost: 79 SEK
Båstad,935399,2017,86.0,Median Cost: 86 SEK
Malmö,935416,2017,96.0,Median Cost: 96 SEK
Lund,935666,2017,91.0,Median Cost: 91 SEK
Landskrona,935414,2017,88.0,Median Cost: 88 SEK
Helsingborg,935560,2017,91.0,Median Cost: 91 SEK
Höganäs,935552,2017,87.0,Median Cost: 87 SEK
