kommun,Relation,Year,Median Rent (SEK),Map Label
Eslöv,935571,2017,88.0,Median Cost: 88 SEK
Ystad,935599,2017,0.0,Missing Data
Trelleborg,935531,2017,81.0,Median Cost: 81 SEK
Kristianstad,935448,2017,82.0,Median Cost: 82 SEK
Simrishamn,935529,2017,0.0,Missing Data
Ängelholm,935679,2017,84.0,Median Cost: 84 SEK
Hässleholm,935519,2017,71.0,Median Cost: 71 SEK
Hylte,935407,2017,79.0,Median Cost: 79 SEK
Halmstad,935442,2017,87.0,Median Cost: 87 SEK
Laholm,935662,2017,82.0,Median Cost: 82 SEK
Falkenberg,935411,2017,84.0,Median Cost: 84 SEK
Varberg,935585,2017,77.0,Median Cost: 77 SEK
Kungsbacka,935626,2017,89.0,Median Cost: 89 SEK
Härryda,935649,2017,0.0,Missing Data
Partille,935656,2017,0.0,Missing Data
Öckerö,1120170,2017,88.0,Median Cost: 88 SEK
Stenungsund,935503,2017,91.0,Median Cost: 91 SEK
Tjörn,1120171,2017,90.0,Median Cost: 90 SEK
Orust,935532,2017,84.0,Median Cost: 84 SEK
Sotenäs,935430,2017,83.0,Median Cost: 83 SEK
Munkedal,935678,2017,79.0,Median Cost: 79 SEK
Tanum,935640,2017,88.0,Median Cost: 88 SEK
Dals-Ed,935404,2017,77.0,Median Cost: 77 SEK
Färgelanda,935431,2017,0.0,Missing Data
Ale,935506,2017,0.0,Missing Data
Lerum,935550,2017,0.0,Missing Data
Vårgårda,935441,2017,74.0,Median Cost: 74 SEK
Bollebygd,935565,2017,98.0,Median Cost: 98 SEK
Grästorp,935415,2017,67.0,Median Cost: 67 SEK
Essunga,935417,2017,73.0,Median Cost: 73 SEK
Karlsborg,935617,2017,75.0,Median Cost: 75 SEK
Gullspång,935470,2017,0.0,Missing Data
Tranemo,935584,2017,73.0,Median Cost: 73 SEK
Bengtsfors,935491,2017,72.0,Median Cost: 72 SEK
Mellerud,935622,2017,69.0,Median Cost: 69 SEK
Lilla Edet,935526,2017,81.0,Median Cost: 81 SEK
Mark,935639,2017,81.0,Median Cost: 81 SEK
Svenljunga,935586,2017,76.0,Median Cost: 76 SEK
Herrljunga,935533,2017,68.0,Median Cost: 68 SEK
Vara,935476,2017,70.0,Median Cost: 70 SEK
Götene,935419,2017,75.0,Median Cost: 75 SEK
Tibro,935650,2017,0.0,Missing Data
Töreboda,935637,2017,69.0,Median Cost: 69 SEK
Göteborg,935611,2017,93.0,Median Cost: 93 SEK
Mölndal,935463,2017,95.0,Median Cost: 95 SEK
Kungälv,935505,2017,85.0,Median Cost: 85 SEK
Lysekil,935549,2017,80.0,Median Cost: 80 SEK
Uddevalla,935644,2017,80.0,Median Cost: 80 SEK
Strömstad,935489,2017,80.0,Median Cost: 80 SEK
Vänersborg,935453,2017,81.0,Median Cost: 81 SEK
Trollhättan,935609,2017,81.0,Median Cost: 81 SEK
Alingsås,935547,2017,82.0,Median Cost: 82 SEK
Borås,935544,2017,85.0,Median Cost: 85 SEK
Ulricehamn,935554,2017,79.0,Median Cost: 79 SEK
Åmål,935601,2017,82.0,Median Cost: 82 SEK
Mariestad,935422,2017,74.0,Median Cost: 74 SEK
Lidköping,935469,2017,74.0,Median Cost: 74 SEK
Skara,935508,2017,0.0,Missing Data
Skövde,935485,2017,81.0,Median Cost: 81 SEK
Hjo,935672,2017,71.0,Median Cost: 71 SEK
Tidaholm,935567,2017,0.0,Missing Data
Falköping,935600,2017,75.0,Median Cost: 75 SEK
Kil,935606,2017,89.0,Median Cost: 89 SEK
Eda,935657,2017,75.0,Median Cost: 75 SEK
Torsby,935682,2017,76.0,Median Cost: 76 SEK
Storfors,935493,2017,73.0,Median Cost: 73 SEK
Hammarö,1076755,2017,83.0,Median Cost: 83 SEK
Munkfors,935501,2017,68.0,Median Cost: 68 SEK
Forshaga,935539,2017,0.0,Missing Data
Grums,935612,2017,80.0,Median Cost: 80 SEK
Årjäng,935665,2017,0.0,Missing Data
Sunne,935627,2017,0.0,Missing Data
Karlstad,935514,2017,86.0,Median Cost: 86 SEK
Kristinehamn,935461,2017,72.0,Median Cost: 72 SEK
Filipstad,935619,2017,77.0,Median Cost: 77 SEK
Hagfors,935638,2017,76.0,Median Cost: 76 SEK
Arvika,935465,2017,83.0,Median Cost: 83 SEK
Säffle,935597,2017,72.0,Median Cost: 72 SEK
Lekeberg,935673,2017,76.0,Median Cost: 76 SEK
Laxå,935605,2017,0.0,Missing Data
Hallsberg,935572,2017,78.0,Median Cost: 78 SEK
Degerfors,935498,2017,75.0,Median Cost: 75 SEK
Hällefors,935486,2017,83.0,Median Cost: 83 SEK
Ljusnarsberg,935563,2017,75.0,Median Cost: 75 SEK
Örebro,935628,2017,85.0,Median Cost: 85 SEK
Kumla,935494,2017,77.0,Median Cost: 77 SEK
Askersund,935513,2017,73.0,Median Cost: 73 SEK
Karlskoga,935520,2017,86.0,Median Cost: 86 SEK
Nora,935472,2017,79.0,Median Cost: 79 SEK
Lindesberg,935557,2017,79.0,Median Cost: 79 SEK
Skinnskatteberg,935423,2017,0.0,Missing Data
Surahammar,935426,2017,0.0,Missing Data
Kungsör,935537,2017,79.0,Median Cost: 79 SEK
Hallstahammar,935590,2017,80.0,Median Cost: 80 SEK
Norberg,307885,2017,73.0,Median Cost: 73 SEK
Västerås,935588,2017,90.0,Median Cost: 90 SEK
Sala,369508,2017,0.0,Missing Data
Fagersta,935504,2017,0.0,Missing Data
Köping,935409,2017,81.0,Median Cost: 81 SEK
Arboga,935652,2017,0.0,Missing Data
Vansbro,57891,2017,0.0,Missing Data
Malung-Sälen,935398,2017,78.0,Median Cost: 78 SEK
Gagnef,307849,2017,75.0,Median Cost: 75 SEK
Leksand,307848,2017,81.0,Median Cost: 81 SEK
Rättvik,300964,2017,72.0,Median Cost: 72 SEK
Orsa,290048,2017,71.0,Median Cost: 71 SEK
Älvdalen,935540,2017,76.0,Median Cost: 76 SEK
Smedjebacken,307884,2017,73.0,Median Cost: 73 SEK
Mora,304100,2017,0.0,Missing Data
Falun,300963,2017,84.0,Median Cost: 84 SEK
Borlänge,307850,2017,81.0,Median Cost: 81 SEK
Säter,300938,2017,75.0,Median Cost: 75 SEK
Hedemora,300939,2017,86.0,Median Cost: 86 SEK
Avesta,312618,2017,0.0,Missing Data
Ludvika,57886,2017,82.0,Median Cost: 82 SEK
Ockelbo,278632,2017,80.0,Median Cost: 80 SEK
Hofors,289354,2017,82.0,Median Cost: 82 SEK
Ovanåker,368254,2017,72.0,Median Cost: 72 SEK
Nordanstig,935645,2017,77.0,Median Cost: 77 SEK
Ljusdal,935592,2017,78.0,Median Cost: 78 SEK
Gävle,278620,2017,80.0,Median Cost: 80 SEK
Sandviken,278633,2017,83.0,Median Cost: 83 SEK
Söderhamn,296292,2017,87.0,Median Cost: 87 SEK
Bollnäs,296291,2017,75.0,Median Cost: 75 SEK
Hudiksvall,935648,2017,82.0,Median Cost: 82 SEK
Ånge,935477,2017,71.0,Median Cost: 71 SEK
Timrå,935568,2017,83.0,Median Cost: 83 SEK
Härnösand,935418,2017,76.0,Median Cost: 76 SEK
Sundsvall,935497,2017,83.0,Median Cost: 83 SEK
Kramfors,935445,2017,74.0,Median Cost: 74 SEK
Sollefteå,935624,2017,77.0,Median Cost: 77 SEK
Örnsköldsvik,935455,2017,81.0,Median Cost: 81 SEK
Ragunda,935558,2017,0.0,Missing Data
Bräcke,935457,2017,70.0,Median Cost: 70 SEK
Krokom,935615,2017,0.0,Missing Data
Strömsund,935413,2017,71.0,Median Cost: 71 SEK
Åre,935429,2017,92.0,Median Cost: 92 SEK
Berg,935633,2017,74.0,Median Cost: 74 SEK
Härjedalen,935534,2017,0.0,Missing Data
Östersund,935577,2017,82.0,Median Cost: 82 SEK
Nordmaling,935647,2017,0.0,Missing Data
Bjurholm,935607,2017,62.0,Median Cost: 62 SEK
Vindeln,935402,2017,68.0,Median Cost: 68 SEK
Robertsfors,935681,2017,67.0,Median Cost: 67 SEK
Norsjö,935593,2017,64.0,Median Cost: 64 SEK
Malå,935500,2017,63.0,Median Cost: 63 SEK
Storuman,935479,2017,70.0,Median Cost: 70 SEK
Sorsele,935655,2017,0.0,Missing Data
Dorotea,935438,2017,71.0,Median Cost: 71 SEK
Vännäs,935564,2017,0.0,Missing Data
Vilhelmina,935528,2017,69.0,Median Cost: 69 SEK
Åsele,935432,2017,67.0,Median Cost: 67 SEK
Umeå,935646,2017,84.0,Median Cost: 84 SEK
Lycksele,935428,2017,74.0,Median Cost: 74 SEK
Skellefteå,935576,2017,79.0,Median Cost: 79 SEK
Arvidsjaur,935667,2017,76.0,Median Cost: 76 SEK
Arjeplog,935425,2017,81.0,Median Cost: 81 SEK
Jokkmokk,935630,2017,74.0,Median Cost: 74 SEK
Överkalix,935629,2017,67.0,Median Cost: 67 SEK
Kalix,935474,2017,72.0,Median Cost: 72 SEK
Övertorneå,935620,2017,72.0,Median Cost: 72 SEK
Pajala,935573,2017,72.0,Median Cost: 72 SEK
Gällivare,935446,2017,75.0,Median Cost: 75 SEK
Älvsbyn,935574,2017,67.0,Median Cost: 67 SEK
Luleå,935482,2017,77.0,Median Cost: 77 SEK
Piteå,935490,2017,76.0,Median Cost: 76 SEK
Boden,935421,2017,74.0,Median Cost: 74 SEK
Haparanda,935579,2017,80.0,Median Cost: 80 SEK
Kiruna,935541,2017,0.0,Missing Data
Upplands Väsby,397187,2018,98.0,Median Cost: 98 SEK
Vallentuna,959462,2018,88.0,Median Cost: 88 SEK
Österåker,398037,2018,96.0,Median Cost: 96 SEK
Värmdö,398649,2018,93.0,Median Cost: 93 SEK
Järfälla,398022,2018,90.0,Median Cost: 90 SEK
Ekerö,398920,2018,101.0,Median Cost: 101 SEK
Huddinge,398567,2018,91.0,Median Cost: 91 SEK
Botkyrka,398626,2018,81.0,Median Cost: 81 SEK
Salem,398918,2018,98.0,Median Cost: 98 SEK
Haninge,398625,2018,110.0,Median Cost: 110 SEK
Tyresö,398575,2018,93.0,Median Cost: 93 SEK
Upplands-Bro,369474,2018,88.0,Median Cost: 88 SEK
Nykvarn,935473,2018,109.0,Median Cost: 109 SEK
Täby,397194,2018,118.0,Median Cost: 118 SEK
Danderyd,398034,2018,97.0,Median Cost: 97 SEK
Sollentuna,398023,2018,100.0,Median Cost: 100 SEK
Stockholm,398021,2018,108.0,Median Cost: 108 SEK
Södertälje,398919,2018,92.0,Median Cost: 92 SEK
Nacka,398038,2018,109.0,Median Cost: 109 SEK
Sundbyberg,398039,2018,98.0,Median Cost: 98 SEK
Solna,398040,2018,98.0,Median Cost: 98 SEK
Lidingö,398035,2018,102.0,Median Cost: 102 SEK
Vaxholm,398036,2018,111.0,Median Cost: 111 SEK
Norrtälje,397159,2018,107.0,Median Cost: 107 SEK
Sigtuna,397127,2018,102.0,Median Cost: 102 SEK
Nynäshamn,398627,2018,92.0,Median Cost: 92 SEK
Håbo,308558,2018,97.0,Median Cost: 97 SEK
Älvkarleby,289344,2018,82.0,Median Cost: 82 SEK
Knivsta,397128,2018,89.0,Median Cost: 89 SEK
Heby,305452,2018,79.0,Median Cost: 79 SEK
Tierp,305453,2018,86.0,Median Cost: 86 SEK
Uppsala,305455,2018,96.0,Median Cost: 96 SEK
Enköping,308557,2018,87.0,Median Cost: 87 SEK
Östhammar,398892,2018,84.0,Median Cost: 84 SEK
Vingåker,935676,2018,78.0,Median Cost: 78 SEK
Gnesta,935602,2018,87.0,Median Cost: 87 SEK
Nyköping,935516,2018,88.0,Median Cost: 88 SEK
Oxelösund,935524,2018,81.0,Median Cost: 81 SEK
Flen,935683,2018,77.0,Median Cost: 77 SEK
Katrineholm,935400,2018,85.0,Median Cost: 85 SEK
Eskilstuna,935569,2018,86.0,Median Cost: 86 SEK
Strängnäs,398917,2018,87.0,Median Cost: 87 SEK
Trosa,935460,2018,92.0,Median Cost: 92 SEK
Ödeshög,935434,2018,70.0,Median Cost: 70 SEK
Ydre,935618,2018,74.0,Median Cost: 74 SEK
Kinda,935596,2018,76.0,Median Cost: 76 SEK
Boxholm,935594,2018,68.0,Median Cost: 68 SEK
Åtvidaberg,935464,2018,76.0,Median Cost: 76 SEK
Finspång,935444,2018,79.0,Median Cost: 79 SEK
Valdemarsvik,935443,2018,81.0,Median Cost: 81 SEK
Linköping,935467,2018,94.0,Median Cost: 94 SEK
Norrköping,935447,2018,91.0,Median Cost: 91 SEK
Söderköping,935556,2018,85.0,Median Cost: 85 SEK
Motala,935668,2018,78.0,Median Cost: 78 SEK
Vadstena,935553,2018,77.0,Median Cost: 77 SEK
Mjölby,935507,2018,78.0,Median Cost: 78 SEK
Aneby,935684,2018,71.0,Median Cost: 71 SEK
Gnosjö,935543,2018,76.0,Median Cost: 76 SEK
Mullsjö,935634,2018,74.0,Median Cost: 74 SEK
Habo,935405,2018,84.0,Median Cost: 84 SEK
Gislaved,935604,2018,81.0,Median Cost: 81 SEK
Vaggeryd,935581,2018,80.0,Median Cost: 80 SEK
Jönköping,935495,2018,82.0,Median Cost: 82 SEK
Nässjö,935670,2018,77.0,Median Cost: 77 SEK
Värnamo,935439,2018,82.0,Median Cost: 82 SEK
Sävsjö,935481,2018,75.0,Median Cost: 75 SEK
Vetlanda,935454,2018,77.0,Median Cost: 77 SEK
Eksjö,935636,2018,74.0,Median Cost: 74 SEK
Tranås,935570,2018,78.0,Median Cost: 78 SEK
Uppvidinge,935488,2018,72.0,Median Cost: 72 SEK
Lessebo,935521,2018,75.0,Median Cost: 75 SEK
Tingsryd,935578,2018,73.0,Median Cost: 73 SEK
Alvesta,935435,2018,77.0,Median Cost: 77 SEK
Älmhult,935538,2018,74.0,Median Cost: 74 SEK
Markaryd,935621,2018,76.0,Median Cost: 76 SEK
Växjö,935654,2018,79.0,Median Cost: 79 SEK
Ljungby,935542,2018,74.0,Median Cost: 74 SEK
Högsby,935487,2018,72.0,Median Cost: 72 SEK
Torsås,935512,2018,77.0,Median Cost: 77 SEK
Mörbylånga,935518,2018,85.0,Median Cost: 85 SEK
Hultsfred,935677,2018,66.0,Median Cost: 66 SEK
Mönsterås,935575,2018,79.0,Median Cost: 79 SEK
Emmaboda,935598,2018,68.0,Median Cost: 68 SEK
Kalmar,935466,2018,85.0,Median Cost: 85 SEK
Nybro,935475,2018,66.0,Median Cost: 66 SEK
Oskarshamn,935653,2018,81.0,Median Cost: 81 SEK
Västervik,935408,2018,72.0,Median Cost: 72 SEK
Vimmerby,935546,2018,75.0,Median Cost: 75 SEK
Borgholm,935406,2018,81.0,Median Cost: 81 SEK
Gotland,1125739,2018,88.0,Median Cost: 88 SEK
Olofström,935603,2018,69.0,Median Cost: 69 SEK
Karlskrona,935548,2018,92.0,Median Cost: 92 SEK
Ronneby,935527,2018,79.0,Median Cost: 79 SEK
Karlshamn,935522,2018,81.0,Median Cost: 81 SEK
Sölvesborg,935608,2018,67.0,Median Cost: 67 SEK
Svalöv,935403,2018,83.0,Median Cost: 83 SEK
Staffanstorp,935502,2018,100.0,Median Cost: 100 SEK
Burlöv,935642,2018,83.0,Median Cost: 83 SEK
Vellinge,935451,2018,83.0,Median Cost: 83 SEK
Östra Göinge,935535,2018,75.0,Median Cost: 75 SEK
Örkelljunga,935449,2018,76.0,Median Cost: 76 SEK
Bjuv,935478,2018,86.0,Median Cost: 86 SEK
Kävlinge,935625,2018,84.0,Median Cost: 84 SEK
Lomma,935410,2018,91.0,Median Cost: 91 SEK
Svedala,935510,2018,83.0,Median Cost: 83 SEK
Skurup,935437,2018,83.0,Median Cost: 83 SEK
Sjöbo,935525,2018,82.0,Median Cost: 82 SEK
Hörby,935623,2018,86.0,Median Cost: 86 SEK
Höör,935450,2018,95.0,Median Cost: 95 SEK
Tomelilla,935671,2018,79.0,Median Cost: 79 SEK
Bromölla,935659,2018,70.0,Median Cost: 70 SEK
Osby,935492,2018,77.0,Median Cost: 77 SEK
Perstorp,935530,2018,77.0,Median Cost: 77 SEK
Klippan,935658,2018,80.0,Median Cost: 80 SEK
Åstorp,935517,2018,83.0,Median Cost: 83 SEK
Båstad,935399,2018,88.0,Median Cost: 88 SEK
Malmö,935416,2018,100.0,Median Cost: 100 SEK
Lund,935666,2018,92.0,Median Cost: 92 SEK
Landskrona,935414,2018,90.0,Median Cost: 90 SEK
Helsingborg,935560,2018,95.0,Median Cost: 95 SEK
Höganäs,935552,2018,88.0,Median Cost: 88 SEK
Eslöv,935571,2018,87.0,Median Cost: 87 SEK
Ystad,935599,2018,84.0,Median Cost: 84 SEK
Trelleborg,935531,2018,86.0,Median Cost: 86 SEK
Kristianstad,935448,2018,84.0,Median Cost: 84 SEK
Simrishamn,935529,2018,84.0,Median Cost: 84 SEK
Ängelholm,935679,2018,85.0,Median Cost: 85 SEK
Hässleholm,935519,2018,71.0,Median Cost: 71 SEK
Hylte,935407,2018,80.0,Median Cost: 80 SEK
Halmstad,935442,2018,93.0,Median Cost: 93 SEK
Laholm,935662,2018,83.0,Median Cost: 83 SEK
Falkenberg,935411,2018,84.0,Median Cost: 84 SEK
Varberg,935585,2018,79.0,Median Cost: 79 SEK
Kungsbacka,935626,2018,92.0,Median Cost: 92 SEK
Härryda,935649,2018,87.0,Median Cost: 87 SEK
Partille,935656,2018,85.0,Median Cost: 85 SEK
Öckerö,1120170,2018,90.0,Median Cost: 90 SEK
Stenungsund,935503,2018,92.0,Median Cost: 92 SEK
Tjörn,1120171,2018,91.0,Median Cost: 91 SEK
Orust,935532,2018,85.0,Median Cost: 85 SEK
Sotenäs,935430,2018,85.0,Median Cost: 85 SEK
Munkedal,935678,2018,80.0,Median Cost: 80 SEK
Tanum,935640,2018,91.0,Median Cost: 91 SEK
Dals-Ed,935404,2018,78.0,Median Cost: 78 SEK
Färgelanda,935431,2018,76.0,Median Cost: 76 SEK
Ale,935506,2018,83.0,Median Cost: 83 SEK
Lerum,935550,2018,92.0,Median Cost: 92 SEK
Vårgårda,935441,2018,75.0,Median Cost: 75 SEK
Bollebygd,935565,2018,100.0,Median Cost: 100 SEK
Grästorp,935415,2018,66.0,Median Cost: 66 SEK
Essunga,935417,2018,73.0,Median Cost: 73 SEK
Karlsborg,935617,2018,75.0,Median Cost: 75 SEK
Gullspång,935470,2018,68.0,Median Cost: 68 SEK
Tranemo,935584,2018,74.0,Median Cost: 74 SEK
Bengtsfors,935491,2018,72.0,Median Cost: 72 SEK
Mellerud,935622,2018,69.0,Median Cost: 69 SEK
Lilla Edet,935526,2018,83.0,Median Cost: 83 SEK
Mark,935639,2018,82.0,Median Cost: 82 SEK
Svenljunga,935586,2018,82.0,Median Cost: 82 SEK
Herrljunga,935533,2018,69.0,Median Cost: 69 SEK
Vara,935476,2018,72.0,Median Cost: 72 SEK
Götene,935419,2018,77.0,Median Cost: 77 SEK
Tibro,935650,2018,65.0,Median Cost: 65 SEK
Töreboda,935637,2018,69.0,Median Cost: 69 SEK
Göteborg,935611,2018,95.0,Median Cost: 95 SEK
Mölndal,935463,2018,95.0,Median Cost: 95 SEK
Kungälv,935505,2018,86.0,Median Cost: 86 SEK
Lysekil,935549,2018,82.0,Median Cost: 82 SEK
Uddevalla,935644,2018,81.0,Median Cost: 81 SEK
Strömstad,935489,2018,83.0,Median Cost: 83 SEK
Vänersborg,935453,2018,82.0,Median Cost: 82 SEK
Trollhättan,935609,2018,83.0,Median Cost: 83 SEK
Alingsås,935547,2018,82.0,Median Cost: 82 SEK
Borås,935544,2018,87.0,Median Cost: 87 SEK
Ulricehamn,935554,2018,82.0,Median Cost: 82 SEK
Åmål,935601,2018,83.0,Median Cost: 83 SEK
Mariestad,935422,2018,77.0,Median Cost: 77 SEK
Lidköping,935469,2018,77.0,Median Cost: 77 SEK
Skara,935508,2018,0.0,Missing Data
Skövde,935485,2018,82.0,Median Cost: 82 SEK
Hjo,935672,2018,72.0,Median Cost: 72 SEK
Tidaholm,935567,2018,78.0,Median Cost: 78 SEK
Falköping,935600,2018,78.0,Median Cost: 78 SEK
Kil,935606,2018,89.0,Median Cost: 89 SEK
Eda,935657,2018,75.0,Median Cost: 75 SEK
Torsby,935682,2018,76.0,Median Cost: 76 SEK
Storfors,935493,2018,73.0,Median Cost: 73 SEK
Hammarö,1076755,2018,84.0,Median Cost: 84 SEK
Munkfors,935501,2018,69.0,Median Cost: 69 SEK
Forshaga,935539,2018,74.0,Median Cost: 74 SEK
Grums,935612,2018,78.0,Median Cost: 78 SEK
Årjäng,935665,2018,74.0,Median Cost: 74 SEK
Sunne,935627,2018,0.0,Missing Data
Karlstad,935514,2018,87.0,Median Cost: 87 SEK
Kristinehamn,935461,2018,74.0,Median Cost: 74 SEK
Filipstad,935619,2018,78.0,Median Cost: 78 SEK
Hagfors,935638,2018,77.0,Median Cost: 77 SEK
Arvika,935465,2018,84.0,Median Cost: 84 SEK
Säffle,935597,2018,73.0,Median Cost: 73 SEK
Lekeberg,935673,2018,77.0,Median Cost: 77 SEK
Laxå,935605,2018,81.0,Median Cost: 81 SEK
Hallsberg,935572,2018,79.0,Median Cost: 79 SEK
Degerfors,935498,2018,78.0,Median Cost: 78 SEK
Hällefors,935486,2018,84.0,Median Cost: 84 SEK
Ljusnarsberg,935563,2018,80.0,Median Cost: 80 SEK
Örebro,935628,2018,88.0,Median Cost: 88 SEK
Kumla,935494,2018,79.0,Median Cost: 79 SEK
Askersund,935513,2018,72.0,Median Cost: 72 SEK
Karlskoga,935520,2018,88.0,Median Cost: 88 SEK
Nora,935472,2018,79.0,Median Cost: 79 SEK
Lindesberg,935557,2018,84.0,Median Cost: 84 SEK
Skinnskatteberg,935423,2018,77.0,Median Cost: 77 SEK
Surahammar,935426,2018,78.0,Median Cost: 78 SEK
Kungsör,935537,2018,79.0,Median Cost: 79 SEK
Hallstahammar,935590,2018,81.0,Median Cost: 81 SEK
Norberg,307885,2018,0.0,Missing Data
Västerås,935588,2018,92.0,Median Cost: 92 SEK
Sala,369508,2018,82.0,Median Cost: 82 SEK
Fagersta,935504,2018,63.0,Median Cost: 63 SEK
Köping,935409,2018,84.0,Median Cost: 84 SEK
Arboga,935652,2018,78.0,Median Cost: 78 SEK
Vansbro,57891,2018,72.0,Median Cost: 72 SEK
Malung-Sälen,935398,2018,78.0,Median Cost: 78 SEK
Gagnef,307849,2018,77.0,Median Cost: 77 SEK
Leksand,307848,2018,82.0,Median Cost: 82 SEK
Rättvik,300964,2018,72.0,Median Cost: 72 SEK
Orsa,290048,2018,76.0,Median Cost: 76 SEK
Älvdalen,935540,2018,77.0,Median Cost: 77 SEK
Smedjebacken,307884,2018,74.0,Median Cost: 74 SEK
Mora,304100,2018,74.0,Median Cost: 74 SEK
Falun,300963,2018,86.0,Median Cost: 86 SEK
Borlänge,307850,2018,85.0,Median Cost: 85 SEK
Säter,300938,2018,76.0,Median Cost: 76 SEK
Hedemora,300939,2018,81.0,Median Cost: 81 SEK
Avesta,312618,2018,76.0,Median Cost: 76 SEK
Ludvika,57886,2018,82.0,Median Cost: 82 SEK
Ockelbo,278632,2018,80.0,Median Cost: 80 SEK
Hofors,289354,2018,85.0,Median Cost: 85 SEK
Ovanåker,368254,2018,73.0,Median Cost: 73 SEK
Nordanstig,935645,2018,77.0,Median Cost: 77 SEK
